id,center_name,district,taluk_or_city,address,latitude,longitude,contact_person,phone_number,map_link,status
BOY-20,SAMASTHA MAHAL KANNANALLUR,KOLLAM,,,9.0938087,76.8612897,MUHAMMED ALI MUSLIYAR,8606191775,https://maps.app.goo.gl/CfS4LYH3Jx5KApCF7,TRUE
BOY-21,"SAMASTHA JUBILEE BUILDING, THAMPANOOR",TRIVANDRUM,,,8.4919066,76.951308,KABEER YAMANI,,https://maps.app.goo.gl/PJPimfomqvCf95tb9,TRUE
BOY-22,"MADHRASA DHARUSSALM, MAKKAPPALAYAM, THUCKALAY- KANYAKUMARI",TAMIL NADU,,,8.2456007,77.31564809999999,SALMAN FARISI,93870 43797,https://maps.app.goo.gl/XzwLE4fQq65tmL5JA,TRUE
BOY-23,MAUDANUL ULOOM GUDALLUR TOWN MADRASA,TAMIL NADU,,,10.1631526,76.64127119999999,RASHID RAHMANI MH,83018 18774,https://maps.app.goo.gl/N2nrAhHGqckjTyjb9,TRUE
BOY-24,KIC KUMBRA,KARNATAKA,,,12.6941471,75.2493645,SIRAJ,9141162549,https://maps.app.goo.gl/jSvYagfeFqGRvMg68,TRUE
BOY-25,"Mountain View School, Salmara Puttur",KARNATAKA,,,12.7704233,75.2151105,SWABIR FAIZY,93803 93794,https://share.google/K77Lc9SDZfBczlMP7,TRUE
BOY-26,SHAMSUL ULAMA DARUSSALAM ACADEMY WADITHWAIBA KINYA,KARNATAKA,,,12.785601,74.89522360000001,HASHIM RAHMANI SALMARA,94812 49748,https://maps.app.goo.gl/uxqpn93PQCxa52my8,TRUE
BOY-27,THEKK THANVEERUL ISLAM MADRASA AGATTI,LAKSHADWEEP,,,10.8494617,72.1712309,GAFOOR MASTER,,https://www.google.com/maps/search/?api=1&query=THEKK%20THANVEERUL%20ISLAM%20MADRASA%20AGATTI%20LAKSHADWEEP,TRUE
BOY-28,MA'ADANUL ULOOM MADRASA KADAMATH,LAKSHADWEEP,,,10.1631526,76.64127119999999,LATHEEF TP,,https://www.google.com/maps/search/?api=1&query=MA'ADANUL%20ULOOM%20MADRASA%20KADAMATH%20LAKSHADWEEP,TRUE
BOY-29,SHAMSUL ULAMA ISLAMIC CENTRE ANTHROTH,LAKSHADWEEP,,,10.8126222,73.68010919999999,SALEEM JISTHI,,https://www.google.com/maps/search/?api=1&query=SHAMSUL%20ULAMA%20ISLAMIC%20CENTRE%20ANTHROTH%20LAKSHADWEEP,TRUE
BOY-30,NOORUL HUDA HIGHER SECONDARY MADRASA KALPENI,LAKSHADWEEP,,,10.1631526,76.64127119999999,NAVEED UP,,https://www.google.com/maps/search/?api=1&query=NOORUL%20HUDA%20HIGHER%20SECONDARY%20MADRASA%20KALPENI%20LAKSHADWEEP,TRUE
BOY-31,SKSSF OFFICE KILTHAN,LAKSHADWEEP,,,10.1631526,76.64127119999999,ALIYAR KUNHI PP,,https://www.google.com/maps/search/?api=1&query=SKSSF%20OFFICE%20KILTHAN%20LAKSHADWEEP,TRUE
BOY-32,SIDDIQ MAULA ARAB COLLEGE AMINI,LAKSHADWEEP,,,10.1631526,76.64127119999999,SADIQ ALI CHP,,https://www.google.com/maps/search/?api=1&query=SIDDIQ%20MAULA%20ARAB%20COLLEGE%20AMINI%20LAKSHADWEEP,TRUE
BOY-33,SAYED MUHAMMED ALI SHIHAB THANGAL SMARAKA SOUDHAM (SKSSF OFFICE) CHETHLATH,LAKSHADWEEP,,,10.1631526,76.64127119999999,MUHSIN,,https://www.google.com/maps/search/?api=1&query=SAYED%20MUHAMMED%20ALI%20SHIHAB%20THANGAL%20SMARAKA%20SOUDHAM%20(SKSSF%20OFFICE)%20CHETHLATH%20LAKSHADWEEP,TRUE
BOY-34,SHAMSUL ULAMA ISLAMIC CENTRE (SKSSF OFFICE) KAVARATHY,LAKSHADWEEP,,,10.1631526,76.64127119999999,JAFER SADIQUE K,,https://www.google.com/maps/search/?api=1&query=SHAMSUL%20ULAMA%20ISLAMIC%20CENTRE%20(SKSSF%20OFFICE)%20KAVARATHY%20LAKSHADWEEP,TRUE
BOY-35,"SAMASTHALAYAM- ANDAMAN, STEWART GUNJ, SOUTH ANDAMAN",ANADAMAN &NICOBAR,,,11.7196397,92.7157866,,YUSUF QASIMI,,https://www.google.com/maps/search/?api=1&query=SAMASTHALAYAM-%20ANDAMAN%2C%20STEWART%20GUNJ%2C%20SOUTH%20ANDAMAN%20ANADAMAN%20%26NICOBAR
BOY-36,"SUNNI CENTRE DUBAI AL WUHEIDA, DEIRA, DUBAI",UAE,,,25.2936406,55.3366949,M ABDUL SALAM RAHMANI,0562694063,https://www.google.com/maps/search/?api=1&query=SUNNI%20CENTRE%20DUBAI%20AL%20WUHEIDA%2C%20DEIRA%2C%20DUBAI%20UAE,TRUE
BOY-37,SSC CULTURAL INSTITUTE NAJDA STREET ABUDHABI,UAE,,,24.453884,54.3773438,UMARUL FAROOQ DARIMY,+971506402600,https://www.google.com/maps/search/?api=1&query=SSC%20CULTURAL%20INSTITUTE%20NAJDA%20STREET%20ABUDHABI%20UAE,TRUE
BOY-38,UMMUL QURA PROFESSIONAL INSTITUTE AL JAZZATH AREA SHARJAH,UAE,,,25.3647776,55.427098,SAFEER JARAMKANDY W +919961955410,0551031859,https://www.google.com/maps/search/?api=1&query=UMMUL%20QURA%20PROFESSIONAL%20INSTITUTE%20AL%20JAZZATH%20AREA%20SHARJAH%20UAE,TRUE
BOY-39,"SAMASTHA ISLAMIC CENTRE, JEDDAH",SAUDI ARABIA,,,21.5291545,39.1610863,SALMANUL FARIS DARIMY,966536696004,https://www.google.com/maps/search/?api=1&query=SAMASTHA%20ISLAMIC%20CENTRE%2C%20JEDDAH%20SAUDI%20ARABIA,TRUE
BOY-40,"SAMASTHA ISLAMIC CENTRE, RIYADH",SAUDI ARABIA,,,24.7135517,46.6752957,BASHEER FAIZY,966557057028,https://www.google.com/maps/search/?api=1&query=SAMASTHA%20ISLAMIC%20CENTRE%2C%20RIYADH%20SAUDI%20ARABIA,TRUE
BOY-41,"SAMASTHA ISLAMIC CENTRE, DAMMAM",SAUDI ARABIA,,,26.4206828,50.0887943,MAJEED MASTER,966502321417,https://www.google.com/maps/search/?api=1&query=SAMASTHA%20ISLAMIC%20CENTRE%2C%20DAMMAM%20SAUDI%20ARABIA,TRUE
BOY-42,AL NABIT GLOBAL EDUCATION CENTRE DOHA,QATAR,,,25.2854473,51.53103979999999,SHAMEEM NIZAMI,+97455622742,https://www.google.com/maps/search/?api=1&query=AL%20NABIT%20GLOBAL%20EDUCATION%20CENTRE%20DOHA%20QATAR,TRUE
BOY-43,SAMASTHA BAHRAIN MANAMA CENTRE,BAHRAIN,,,26.2334047,50.5782788,HAFIZ SHARAFUDHEEN,973 3433 2269,https://www.google.com/maps/search/?api=1&query=SAMASTHA%20BAHRAIN%20MANAMA%20CENTRE%20BAHRAIN,TRUE
BOY-44,MUSCAT SUNNNI CENTRE,OMAN,,,10.1631526,76.64127119999999,MUHAMMED ALI FAIZY,968 9300 6210,https://www.google.com/maps/search/?api=1&query=MUSCAT%20SUNNNI%20CENTRE%20OMAN,TRUE
BOY-45,DARU THARBIYA MADRSA ABBASIYA,KUWAIT,,,10.1403714,76.92253199999999,SHIHAB MASTER NILGIRI,96596913818,https://www.google.com/maps/search/?api=1&query=DARU%20THARBIYA%20MADRSA%20ABBASIYA%20KUWAIT,TRUE
